Date,Open,High,Low,Close,Adj Close,Volume
2015-05-22,120.650002,120.750000,119.800003,120.400002,98.236160,5417900
2015-05-26,120.839996,122.550003,120.739998,122.459999,99.916969,10469700
2015-05-27,122.180000,122.860001,121.610001,122.739998,100.145386,6490300
2015-05-28,122.500000,123.029999,122.220001,122.440002,99.900635,6237600
2015-05-29,123.230003,123.570000,122.510002,122.709999,100.120964,7912000
2015-06-01,122.110001,122.379997,120.690002,121.129997,99.044891,13108100
2015-06-02,120.169998,120.260002,119.110001,119.440002,97.662964,10076200
2015-06-03,118.389999,118.599998,117.199997,117.519997,96.093056,14810900
2015-06-04,118.260002,119.290001,118.139999,119.050003,97.344070,10859300
2015-06-05,117.839996,118.570000,117.379997,117.599998,96.158501,11200200
2015-06-08,117.959999,118.160004,117.370003,117.470001,96.052200,5334000
2015-06-09,117.059998,117.129997,116.110001,116.540001,95.291763,12393900
2015-06-10,115.919998,116.129997,115.260002,115.519997,94.457695,12183600
2015-06-11,116.559998,117.970001,116.239998,117.949997,96.444641,13849300
2015-06-12,117.589996,119.070000,117.550003,117.949997,96.444641,7863100
2015-06-15,118.889999,119.059998,117.739998,118.139999,96.599998,8194200
2015-06-16,118.610001,119.080002,117.940002,119.070000,97.360443,7046400
2015-06-17,118.500000,118.629997,117.250000,118.150002,96.608208,13626100
2015-06-18,117.370003,117.739998,116.750000,117.570000,96.133965,10123300
2015-06-19,118.510002,119.190002,118.489998,119.080002,97.368652,10439200
2015-06-22,117.839996,118.139999,116.589996,116.650002,95.381660,9769000
2015-06-23,115.730003,116.959999,115.690002,115.949997,94.809280,8945100
2015-06-24,116.510002,117.169998,116.160004,116.949997,95.627007,8600400
2015-06-25,116.589996,117.080002,116.190002,116.540001,95.291763,8287800
2015-06-26,115.669998,115.870003,114.879997,115.230003,94.220573,11673000
2015-06-29,116.959999,118.669998,116.459999,118.279999,96.714500,17132900
2015-06-30,117.400002,118.699997,117.330002,117.459999,96.044022,13469000
2015-07-01,115.820000,116.360001,115.430000,115.620003,94.747620,12451500
2015-07-02,116.320000,116.660004,115.879997,116.000000,95.058983,6682100
2015-07-06,118.050003,118.650002,117.059998,118.150002,96.820877,10605800
2015-07-07,119.660004,120.489998,118.949997,119.260002,97.730469,16160100
2015-07-08,120.019997,120.570000,119.500000,120.290001,98.574532,9951800
2015-07-09,118.699997,119.120003,117.849998,117.919998,96.632393,11108900
2015-07-10,116.040001,116.720001,115.760002,116.050003,95.099983,13636600
2015-07-13,115.389999,116.459999,115.389999,115.690002,94.804947,8006700
2015-07-14,116.019997,116.269997,115.660004,116.070000,95.116348,4227800
2015-07-15,116.110001,117.550003,116.040001,117.300003,96.124321,8720400
2015-07-16,116.889999,118.160004,116.870003,118.110001,96.788094,7306500
2015-07-17,118.370003,118.889999,118.360001,118.720001,97.287964,7404900
2015-07-20,118.290001,118.650002,117.900002,118.220001,96.878235,5941000
2015-07-21,117.680000,118.930000,117.660004,118.860001,97.402687,5627500
2015-07-22,119.010002,119.900002,118.949997,119.599998,98.009079,6228900
2015-07-23,119.599998,121.199997,119.449997,121.089996,99.230141,9087700
2015-07-24,121.500000,121.550003,120.919998,121.389999,99.475937,7307900
2015-07-27,122.190002,122.290001,121.480003,122.040001,100.008606,8172000
2015-07-28,121.160004,121.570000,120.900002,121.150002,99.279282,9128200
2015-07-29,121.019997,121.169998,120.419998,120.699997,98.910553,6706400
2015-07-30,121.209999,121.940002,121.150002,121.629997,99.672623,6146600
2015-07-31,122.440002,122.900002,122.059998,122.529999,100.410172,9178400
2015-08-03,122.320000,123.750000,122.320000,123.550003,101.467140,11753700
2015-08-04,123.160004,123.320000,122.459999,122.570000,100.662277,6448800
2015-08-05,121.769997,121.910004,121.190002,121.650002,99.906723,7574400
2015-08-06,122.000000,122.870003,122.000000,122.730003,100.793694,6118100
2015-08-07,123.300003,124.500000,123.239998,124.339996,102.115944,8317000
2015-08-10,123.410004,123.570000,122.519997,122.800003,100.851181,7461700
2015-08-11,124.300003,125.129997,124.160004,124.750000,102.452637,11145700
2015-08-12,124.930000,125.709999,124.000000,124.070000,101.894196,8455200
2015-08-13,123.830002,124.419998,123.220001,123.669998,101.565651,7691400
2015-08-14,123.470001,124.370003,123.199997,123.959999,101.803864,4324700
2015-08-17,124.709999,125.099998,124.389999,124.519997,102.263741,7880300
2015-08-18,123.800003,124.290001,123.379997,123.540001,101.458931,5024300
2015-08-19,123.059998,124.930000,122.989998,124.760002,102.460869,10736000
2015-08-20,125.370003,126.099998,125.180000,126.019997,103.495659,9078300
2015-08-21,126.160004,126.739998,125.589996,126.400002,103.807686,10718300
2015-08-24,128.309998,128.919998,125.820000,126.360001,103.774879,16663400
2015-08-25,124.550003,124.790001,123.559998,124.330002,102.107735,15354800
2015-08-26,123.000000,123.510002,121.360001,121.930000,100.136673,16429900
2015-08-27,121.820000,122.870003,121.650002,122.000000,100.194153,9127000
2015-08-28,123.150002,123.470001,122.230003,122.360001,100.489822,9946200
2015-08-31,123.360001,123.470001,121.339996,121.419998,99.717827,8617600
2015-09-01,121.639999,122.089996,120.980003,122.029999,100.436333,15298200
2015-09-02,121.419998,121.980003,120.860001,120.980003,99.572128,9515200
2015-09-03,121.379997,121.669998,120.709999,121.570000,100.057747,7042500
2015-09-04,122.449997,122.930000,121.820000,122.680000,100.971321,7951300
2015-09-08,121.379997,121.559998,120.760002,120.870003,99.481636,7049500
2015-09-09,119.629997,121.709999,119.559998,121.449997,99.958969,7441900
2015-09-10,121.019997,121.190002,120.449997,120.629997,99.284073,6789700
2015-09-11,121.470001,122.080002,121.330002,121.389999,99.909599,5890900
2015-09-14,121.949997,122.150002,121.279999,121.580002,100.066017,4221700
2015-09-15,120.889999,121.050003,119.120003,119.250000,98.148254,11895000
2015-09-16,118.959999,119.440002,118.550003,118.800003,97.777931,6949800
2015-09-17,118.879997,120.370003,118.730003,120.250000,98.971367,19843600
2015-09-18,121.209999,122.199997,121.129997,122.099998,100.493973,14963300
2015-09-21,121.010002,121.110001,119.779999,120.110001,98.856117,10085600
2015-09-22,121.440002,122.389999,121.139999,121.779999,100.230560,9968200
2015-09-23,121.620003,122.070000,120.989998,121.769997,100.222359,6769900
2015-09-24,123.169998,123.680000,122.489998,122.599998,100.905472,9605800
2015-09-25,121.650002,121.930000,121.269997,121.540001,100.033043,8383700
2015-09-28,122.199997,123.769997,122.199997,123.620003,101.745026,9833400
2015-09-29,123.540001,124.290001,123.250000,123.970001,102.033066,9006100
2015-09-30,123.410004,123.800003,123.120003,123.540001,101.679131,9832600
2015-10-01,124.080002,124.519997,123.660004,123.809998,102.112984,9069400
2015-10-02,125.589996,126.209999,124.180000,124.559998,102.731522,13000400
2015-10-05,123.720001,123.830002,122.779999,122.870003,101.337753,11362700
2015-10-06,122.550003,123.599998,122.410004,123.400002,101.774849,5687800
2015-10-07,122.809998,123.330002,122.510002,122.989998,101.436684,6712800
2015-10-08,123.290001,123.370003,121.660004,121.959999,100.587173,12882300
2015-10-09,121.970001,122.639999,121.900002,122.279999,100.851082,9038100
2015-10-12,123.029999,123.430000,122.910004,123.209999,101.618141,4241000
2015-10-13,123.529999,123.599998,122.800003,123.419998,101.791306,6147200
2015-10-14,123.699997,124.550003,123.300003,124.500000,102.682045,9738100
2015-10-15,124.309998,124.459999,123.779999,123.889999,102.178955,6924300
2015-10-16,124.250000,124.470001,123.870003,123.930000,102.211967,8048300
2015-10-19,123.790001,123.970001,122.910004,123.589996,101.931534,6238400
2015-10-20,122.800003,122.970001,122.550003,122.830002,101.304680,6431300
2015-10-21,123.610001,124.220001,123.470001,124.050003,102.310905,6603800
2015-10-22,124.099998,124.779999,123.510002,124.260002,102.484131,6934100
2015-10-23,123.099998,123.459999,122.849998,123.199997,101.609863,7058200
2015-10-26,123.870003,124.199997,123.809998,124.019997,102.286125,5859800
2015-10-27,124.510002,124.900002,124.160004,124.330002,102.541855,7156800
2015-10-28,124.269997,124.339996,123.300003,123.830002,102.129448,8468700
2015-10-29,123.180000,123.220001,121.699997,121.860001,100.504692,12108000
2015-10-30,122.239998,122.809998,122.019997,122.779999,101.263474,11861400
2015-11-02,121.779999,122.180000,121.680000,121.949997,100.798103,8751000
2015-11-03,121.650002,121.739998,120.790001,120.949997,99.971603,8921600
2015-11-04,121.099998,121.540001,120.699997,121.089996,100.087303,5980800
2015-11-05,121.050003,121.059998,120.300003,120.769997,99.822769,7268400
2015-11-06,119.489998,119.529999,118.739998,119.000000,98.359772,10604700
2015-11-09,118.099998,118.900002,118.000000,118.330002,97.806007,9159500
2015-11-10,118.500000,119.209999,118.379997,118.680000,98.095314,6712500
2015-11-11,118.349998,118.580002,118.269997,118.430000,97.888649,2857900
2015-11-12,118.750000,119.440002,118.699997,119.000000,98.359772,6805700
2015-11-13,119.320000,119.900002,119.220001,119.680000,98.921844,7906600
2015-11-16,119.790001,120.000000,119.129997,119.570000,98.830910,5485300
2015-11-17,119.000000,120.129997,118.660004,119.769997,98.996254,5122900
2015-11-18,119.580002,120.190002,119.360001,120.019997,99.202888,5233900
2015-11-19,120.879997,121.150002,120.680000,120.820000,99.864120,6643000
2015-11-20,120.930000,121.040001,120.279999,120.449997,99.558281,5971000
2015-11-23,120.529999,121.120003,120.320000,120.820000,99.864120,5436300
2015-11-24,120.900002,121.199997,120.580002,120.809998,99.855850,3371500
2015-11-25,121.169998,121.419998,120.949997,121.089996,100.087303,3280900
2015-11-27,121.250000,121.320000,120.959999,120.970001,99.988106,2570600
2015-11-30,121.099998,121.529999,121.059998,121.449997,100.384865,5179800
2015-12-01,121.260002,122.849998,121.260002,122.830002,101.740799,12766600
2015-12-02,122.660004,123.040001,122.190002,122.870003,101.773949,7345800
2015-12-03,121.360001,121.400002,118.989998,119.529999,99.007370,16612200
2015-12-04,119.529999,120.930000,119.470001,120.580002,99.877121,11843800
2015-12-07,120.809998,122.459999,120.800003,121.750000,100.846222,9016700
2015-12-08,122.279999,122.430000,121.449997,121.809998,100.895943,7257500
2015-12-09,121.349998,122.150002,120.510002,121.680000,100.788277,8993900
2015-12-10,121.790001,122.029999,121.489998,121.839996,100.920769,5606900
2015-12-11,123.029999,124.099998,122.870003,123.760002,102.511108,12300000
2015-12-14,123.080002,123.150002,121.750000,122.160004,101.185814,10661100
2015-12-15,121.019997,121.599998,120.830002,121.440002,100.589417,8795500
2015-12-16,121.070000,122.169998,120.500000,121.180000,100.374107,10988600
2015-12-17,121.779999,122.779999,121.639999,122.550003,101.508850,9923000
2015-12-18,123.080002,123.519997,122.820000,123.230003,102.072098,10171700
2015-12-21,123.430000,123.779999,122.919998,123.199997,102.047241,7494900
2015-12-22,122.650002,122.800003,121.989998,122.309998,101.310066,5445800
2015-12-23,121.230003,121.610001,120.870003,121.389999,100.548019,7287100
2015-12-24,121.470001,121.870003,121.400002,121.830002,101.124062,3364600
2015-12-28,121.989998,122.669998,121.849998,122.190002,101.422897,7586600
2015-12-29,121.690002,121.739998,120.010002,120.160004,99.737915,7787500
2015-12-30,119.919998,120.540001,119.669998,120.040001,99.638344,5508900
2015-12-31,120.570000,120.860001,120.250000,120.580002,100.086533,7897700
2016-01-04,121.930000,122.449997,121.320000,121.449997,100.808670,10591900
2016-01-05,120.879997,121.500000,120.660004,120.959999,100.401939,6242600
2016-01-06,122.300003,122.620003,122.050003,122.589996,101.754906,8916900
2016-01-07,122.680000,122.930000,121.790001,122.809998,101.937531,10202200
2016-01-08,122.430000,123.470001,122.230003,123.360001,102.394043,9577200
2016-01-11,122.040001,122.790001,121.860001,122.010002,101.273499,10040300
2016-01-12,122.339996,124.320000,122.150002,123.769997,102.734375,12897700
2016-01-13,123.529999,125.500000,123.269997,124.989998,103.747040,15577600
2016-01-14,124.470001,124.970001,123.339996,123.820000,102.775887,12873800
2016-01-15,125.400002,125.959999,125.080002,125.750000,104.377823,13976300
2016-01-19,125.129997,126.070000,124.949997,125.360001,104.054100,8926600
2016-01-20,126.980003,127.919998,126.419998,126.680000,105.149803,17283300
2016-01-21,126.940002,127.290001,125.669998,125.820000,104.435928,11001600
2016-01-22,124.910004,125.529999,124.519997,125.339996,104.037514,10164300
2016-01-25,125.949997,126.269997,125.650002,126.019997,104.601944,5738200
2016-01-26,125.989998,126.459999,125.750000,126.080002,104.651741,5692600
2016-01-27,125.750000,126.290001,125.190002,126.050003,104.626892,7957800
2016-01-28,125.540001,126.410004,125.459999,126.230003,104.776291,10575400
2016-01-29,127.410004,127.860001,126.919998,127.300003,105.664429,13170700
2016-02-01,126.790001,127.070000,126.290001,126.669998,105.340912,9948400
2016-02-02,128.100006,129.039993,128.000000,129.020004,107.295204,10400000
2016-02-03,128.279999,129.940002,127.919998,127.949997,106.405373,13309000
2016-02-04,128.220001,128.589996,127.510002,128.570007,106.921005,9953500
2016-02-05,127.889999,129.000000,127.589996,128.720001,107.045715,9200800
2016-02-08,129.720001,131.630005,129.679993,131.490005,109.349289,14452200
2016-02-09,132.039993,132.059998,130.960007,131.630005,109.465721,15232100
2016-02-10,131.699997,132.839996,131.110001,132.789993,110.430359,12797100
2016-02-11,134.440002,135.250000,133.009995,133.720001,111.203819,21620200
2016-02-12,132.639999,133.130005,130.929993,131.500000,109.357597,13888400
2016-02-16,130.720001,130.750000,129.809998,130.110001,108.201683,11766000
2016-02-17,129.639999,129.830002,128.710007,129.309998,107.536354,13157300
2016-02-18,129.410004,131.000000,129.360001,130.899994,108.858650,10196700
2016-02-19,130.940002,131.820007,130.729996,131.009995,108.950111,8188700
2016-02-22,131.100006,131.110001,130.699997,130.940002,108.891899,5054300
2016-02-23,129.880005,131.740005,129.779999,131.470001,109.332619,8320700
2016-02-24,132.399994,133.389999,130.949997,131.210007,109.116470,9091200
2016-02-25,131.479996,132.559998,131.320007,131.679993,109.507301,6097200
2016-02-26,130.309998,130.809998,130.039993,130.410004,108.451157,9245000
2016-02-29,130.470001,131.169998,130.419998,130.979996,108.925186,8016100
2016-03-01,130.820007,130.850006,128.320007,128.429993,107.007156,13729100
2016-03-02,128.320007,128.970001,128.210007,128.960007,107.448776,7047700
2016-03-03,129.070007,129.940002,128.770004,129.429993,107.840355,6394800
2016-03-04,128.750000,129.130005,127.760002,128.600006,107.148819,8687000
2016-03-07,128.449997,128.669998,128.050003,128.559998,107.115448,5493300
2016-03-08,130.350006,130.990005,129.949997,129.979996,108.298630,7175400
2016-03-09,129.080002,129.690002,128.809998,129.190002,107.640373,7194700
2016-03-10,129.500000,129.839996,127.919998,128.660004,107.198799,10091600
2016-03-11,128.820007,128.880005,127.209999,127.360001,106.115631,8927000
2016-03-14,127.820000,128.389999,127.660004,127.760002,106.448921,5177000
2016-03-15,128.500000,128.660004,127.610001,127.879997,106.548920,6413200
2016-03-16,127.750000,128.520004,127.370003,128.259995,106.865532,9728900
2016-03-17,128.509995,129.339996,128.490005,128.789993,107.307144,7805500
2016-03-18,129.039993,129.509995,128.699997,129.059998,107.532074,8198600
2016-03-21,128.250000,128.619995,127.750000,128.070007,106.707230,5514800
2016-03-22,128.830002,129.020004,127.919998,128.039993,106.682205,4997900
2016-03-23,128.410004,129.820007,128.289993,129.490005,107.890343,10628200
2016-03-24,130.580002,130.639999,129.000000,129.539993,107.931992,6343300
2016-03-28,129.380005,130.160004,129.279999,129.710007,108.073654,5058700
2016-03-29,130.380005,131.089996,130.020004,131.070007,109.206795,9396700
2016-03-30,130.029999,130.070007,128.979996,129.690002,108.056992,8478700
2016-03-31,129.979996,130.809998,129.789993,130.610001,108.823532,7832300
2016-04-01,130.979996,131.130005,129.899994,130.679993,109.107384,9341400
2016-04-04,130.789993,130.970001,130.270004,130.759995,109.174164,5145100
2016-04-05,132.009995,132.360001,131.779999,132.190002,110.368141,6482800
2016-04-06,131.529999,131.669998,130.740005,131.229996,109.566566,6393700
2016-04-07,132.190002,132.990005,132.009995,132.850006,110.919182,5963300
2016-04-08,132.169998,132.399994,131.639999,132.009995,110.217865,5584800
2016-04-11,131.320007,132.179993,131.110001,131.839996,110.075912,4805500
2016-04-12,131.080002,131.550003,130.529999,130.929993,109.316101,4276000
2016-04-13,130.690002,131.580002,130.520004,131.389999,109.700233,5207900
2016-04-14,130.910004,131.309998,130.490005,130.759995,109.174164,6967000
2016-04-15,131.289993,132.160004,131.250000,131.880005,110.109337,5831100
2016-04-18,131.330002,131.440002,130.660004,131.309998,109.633385,4486600
2016-04-19,131.080002,131.309998,130.289993,130.899994,109.291130,5212200
2016-04-20,131.160004,131.649994,129.270004,129.460007,108.088814,10920700
2016-04-21,128.440002,129.070007,128.289993,128.690002,107.445923,11154200
2016-04-22,128.850006,128.910004,128.240005,128.360001,107.170349,5826400
2016-04-25,128.059998,128.520004,127.830002,127.830002,106.727875,5539500
2016-04-26,127.760002,127.760002,127.120003,127.250000,106.243607,7840000
2016-04-27,127.919998,128.820007,127.620003,128.520004,107.303970,8380100
2016-04-28,128.210007,129.139999,128.039993,129.050003,107.746468,7974600
2016-04-29,128.449997,129.710007,128.199997,129.380005,108.022003,7416300
2016-05-02,128.660004,128.899994,127.800003,127.820000,106.934418,11035200
2016-05-03,129.550003,130.020004,129.350006,129.429993,108.281349,10736700
2016-05-04,129.679993,130.169998,129.190002,130.139999,108.875313,7211200
2016-05-05,130.059998,131.070007,129.699997,131.009995,109.603203,7870400
2016-05-06,130.850006,130.860001,130.289993,130.449997,109.134674,7232500
2016-05-09,130.460007,130.889999,130.320007,130.860001,109.477684,4950800
2016-05-10,130.850006,131.119995,130.649994,130.869995,109.486015,4331900
2016-05-11,130.830002,132.000000,130.660004,131.610001,110.105110,9256000
2016-05-12,130.660004,131.169998,130.589996,131.009995,109.603203,6087400
2016-05-13,131.479996,132.320007,131.229996,132.279999,110.665695,8707300
2016-05-16,131.639999,131.660004,130.979996,131.139999,109.711929,5137000
2016-05-17,131.210007,131.830002,131.210007,131.360001,109.896011,4449100
2016-05-18,130.809998,130.850006,128.910004,129.490005,108.331558,12681000
2016-05-19,129.679993,130.330002,129.649994,130.050003,108.800064,6209400
2016-05-20,129.649994,130.399994,129.550003,130.149994,108.883659,5348900
2016-05-23,130.360001,130.729996,129.919998,130.440002,109.126282,6979700
2016-05-24,129.970001,130.190002,129.240005,129.860001,108.641106,5968200
2016-05-25,129.830002,130.250000,129.309998,129.369995,108.231110,6367400
2016-05-26,129.809998,130.449997,129.800003,130.039993,108.791672,5419300
2016-05-27,130.070007,130.259995,129.699997,129.850006,108.632736,5267600
2016-05-31,129.020004,130.440002,128.979996,130.160004,108.892059,8344300
2016-06-01,130.630005,131.270004,130.110001,130.419998,109.333878,9874900
2016-06-02,130.899994,131.690002,130.869995,131.360001,110.121872,5835400
2016-06-03,132.860001,133.229996,132.600006,133.229996,111.689514,11077200
2016-06-06,132.779999,132.889999,132.100006,132.240005,110.859596,7573700
2016-06-07,132.639999,132.979996,132.539993,132.559998,111.127853,4680200
2016-06-08,132.869995,133.429993,132.710007,133.270004,111.723091,5313200
2016-06-09,134.320007,134.539993,133.929993,134.130005,112.444038,6820300
2016-06-10,134.789993,135.330002,134.259995,134.779999,112.988998,6984600
2016-06-13,135.089996,135.389999,134.770004,135.380005,113.491928,7283300
2016-06-14,136.190002,136.220001,135.220001,135.279999,113.408096,9012500
2016-06-15,135.520004,136.229996,135.309998,135.800003,113.844025,7953200
2016-06-16,136.740005,137.559998,136.179993,136.460007,114.397308,10372700
2016-06-17,136.199997,136.270004,135.259995,135.610001,113.684746,8489900
2016-06-20,134.240005,134.550003,134.009995,134.160004,112.469215,7365900
2016-06-21,134.289993,134.580002,133.460007,133.539993,111.949409,6005800
2016-06-22,133.500000,133.990005,133.250000,133.759995,112.133858,5773700
2016-06-23,132.610001,133.320007,132.080002,132.229996,110.851189,9029100
2016-06-24,136.610001,136.610001,135.300003,135.779999,113.827271,17155000
2016-06-27,138.440002,139.589996,138.399994,139.169998,116.669167,16577100
2016-06-28,139.440002,139.899994,138.880005,139.460007,116.912262,14006400
2016-06-29,139.679993,140.130005,138.259995,138.389999,116.015236,12999800
2016-06-30,138.809998,139.940002,138.089996,138.899994,116.442833,14698500
2016-07-01,140.809998,140.820007,139.190002,140.570007,118.059547,15430200
2016-07-05,141.850006,142.910004,141.699997,142.330002,119.537727,8840800
2016-07-06,142.789993,143.000000,141.960007,142.559998,119.730835,14352800
2016-07-07,142.089996,143.190002,141.779999,142.550003,119.722427,9676400
2016-07-08,142.919998,143.619995,142.360001,143.600006,120.604370,10355300
2016-07-11,143.050003,143.470001,142.240005,142.339996,119.546104,8099000
2016-07-12,140.419998,140.860001,139.639999,140.000000,117.580841,15810600
2016-07-13,141.369995,141.770004,140.949997,141.649994,118.966652,8181700
2016-07-14,139.279999,139.839996,139.089996,139.589996,117.236496,10817000
2016-07-15,138.889999,139.110001,138.179993,138.389999,116.228622,9958600
